,validity,proximity,sparsity,generation time
0,True,0.9960274203431373,0.9463411458333333,4.5784876346588135
1,False,0.9959745710784313,0.9459765625,0.015807151794433594
2,False,0.9960528492647058,0.9473307291666667,0.015723228454589844
3,False,0.9959725796568627,0.94671875,0.015238523483276367
4,False,0.9960803717320261,0.9462109375,0.01573491096496582
5,False,0.9960496834150326,0.946171875,0.030976057052612305
6,False,0.991781862745098,0.9239322916666667,0.015707969665527344
7,False,0.9905638276143791,0.9204947916666667,0.031005382537841797
8,False,0.9909935661764706,0.9225520833333334,0.01578807830810547
9,False,0.9910545343137255,0.92109375,0.01528024673461914
10,False,0.9912836499183006,0.9221223958333333,0.01578521728515625
11,True,0.9911661049836601,0.9216276041666667,0.031068086624145508
12,True,0.9977940155228758,0.9595182291666666,0.015680789947509766
13,False,0.9976777471405229,0.958359375,0.01580333709716797
14,False,0.9978006535947712,0.9608723958333333,0.031042814254760742
15,False,0.9976560968137255,0.9588932291666666,0.015750885009765625
16,False,0.9978257761437909,0.9591145833333333,0.015748977661132812
17,False,0.9978265931372549,0.9598307291666667,0.015807628631591797
18,True,0.9950827716503268,0.9317708333333333,0.015425443649291992
19,False,0.9951750919117647,0.93203125,0.03096318244934082
20,False,0.9948421670751634,0.929453125,0.015769243240356445
21,False,0.9954000204248366,0.9314583333333333,0.0157473087310791
22,False,0.9950972222222222,0.9319531249999999,0.01584911346435547
23,False,0.9949241727941176,0.9311848958333333,0.01572871208190918
24,True,0.9927365196078431,0.94578125,0.01571822166442871
25,False,0.9929990298202614,0.9472135416666667,0.01529073715209961
26,False,0.9927756331699347,0.9455078125,0.03156137466430664
27,False,0.9926773897058824,0.9460807291666666,0.015264272689819336
28,False,0.9926391441993464,0.9460546875,0.015776634216308594
29,False,0.9931730494281046,0.9460416666666667,0.015723705291748047
30,False,0.9980887969771242,0.9559244791666667,0.015788555145263672
31,False,0.9979928002450981,0.9540755208333334,0.015776395797729492
32,False,0.9982398897058824,0.9558072916666667,0.015698909759521484
33,True,0.9981540543300653,0.95578125,0.01591777801513672
34,False,0.9982039930555555,0.9556510416666667,0.015856027603149414
35,False,0.9982198223039216,0.9551432291666667,0.015298843383789062
36,True,0.9971214256535947,0.9445182291666667,0.01575756072998047
37,False,0.9969325980392156,0.9430989583333333,0.015783309936523438
38,False,0.9960922691993465,0.9421744791666666,0.01579594612121582
39,False,0.9967531658496732,0.9437239583333333,0.01528787612915039
40,False,0.9971145322712418,0.9434375,0.015819072723388672
41,False,0.9969683925653595,0.9420963541666667,0.030965805053710938
42,True,0.9941205575980392,0.9470442708333333,0.015854358673095703
43,False,0.9941858149509804,0.9463151041666666,0.01571965217590332
44,False,0.9944770220588235,0.9471875,0.015757322311401367
45,False,0.994139910130719,0.9459765625,0.031553030014038086
46,False,0.9940635723039216,0.9464973958333334,0.015266180038452148
47,False,0.9940723549836601,0.9457421875,0.0157320499420166
48,False,0.9981654922385621,0.9411979166666666,0.015296459197998047
49,False,0.9978740298202614,0.9402604166666667,0.015733718872070312
50,False,0.9984475081699347,0.9410286458333333,0.01581573486328125
51,True,0.997921466503268,0.9406901041666667,0.0314788818359375
52,False,0.9979053308823529,0.9400911458333333,0.015229225158691406
53,False,0.9978535539215686,0.9390234375,0.015711307525634766
54,False,0.9967679738562092,0.9428255208333334,0.015228509902954102
55,True,0.997453329248366,0.9431770833333333,0.0
56,False,0.9975184334150327,0.9431119791666667,0.01573657989501953
57,False,0.9972717524509804,0.9440364583333334,0.031013011932373047
58,False,0.9973922079248366,0.9425,0.01582169532775879
59,False,0.9973994076797386,0.9427604166666667,0.015788793563842773
60,True,0.9974257557189542,0.9338541666666667,0.015160799026489258
61,False,0.9971319444444444,0.9323697916666667,0.01577019691467285
62,False,0.996639501633987,0.9312890625,0.03096151351928711
63,False,0.9968249080882353,0.9318098958333333,0.031530141830444336
64,False,0.9971293402777778,0.9312369791666667,0.015723466873168945
65,False,0.9972470383986928,0.9311588541666667,0.015863418579101562
66,False,0.9931131025326797,0.9550911458333333,0.03095221519470215
67,False,0.9929791156045752,0.9552213541666666,0.01573038101196289
68,False,0.9932069546568627,0.9554947916666666,0.015763044357299805
69,False,0.9930723039215686,0.9548958333333333,0.015379905700683594
70,True,0.9930339052287581,0.95515625,0.0
71,False,0.993078737745098,0.9552864583333334,0.015305757522583008
72,False,0.9923471711601307,0.9467447916666667,0.015260457992553711
73,False,0.9918875612745098,0.945234375,0.031577348709106445
74,False,0.9922584763071896,0.94671875,0.031059980392456055
75,False,0.9919097732843137,0.9453515625,0.031499385833740234
76,True,0.9922719056372549,0.9463671875,0.015252828598022461
77,False,0.9922576593137254,0.9465364583333333,0.01578211784362793
78,False,0.9971519607843137,0.9533984375,0.015299558639526367
79,False,0.9971576286764706,0.9535286458333333,0.015773296356201172
80,False,0.9971708026960784,0.95375,0.015239238739013672
81,False,0.9972362132352941,0.9538020833333334,0.01572132110595703
82,True,0.9972911049836601,0.9535026041666667,0.01523900032043457
83,False,0.9972893178104575,0.9533984375,0.015803098678588867
84,False,0.9988605494281045,0.9545182291666666,0.015731096267700195
85,False,0.9988208741830066,0.9536328125,0.01571178436279297
86,False,0.9987537275326798,0.9517578125,0.03147768974304199
87,False,0.9988343035130719,0.9545052083333333,0.015238523483276367
88,True,0.9988113766339869,0.95296875,0.015813350677490234
89,False,0.9988327205882352,0.9527213541666667,0.03094005584716797
90,False,0.9979215175653595,0.9456119791666666,0.03157377243041992
91,False,0.9978377757352941,0.94390625,0.015264511108398438
92,False,0.997844566993464,0.9432291666666667,0.015740633010864258
93,False,0.9978258272058823,0.9449609375,0.015293121337890625
94,True,0.9979034415849674,0.9439453125,0.01571941375732422
95,False,0.9978662683823529,0.9440885416666667,0.03108835220336914
96,True,0.997592320261438,0.9421223958333333,0.01578068733215332
97,False,0.9972057802287582,0.9409244791666667,0.015217065811157227
98,False,0.9974181985294117,0.9410026041666667,0.015738487243652344
99,False,0.9971738153594771,0.9406901041666667,0.015256643295288086
100,False,0.9973487540849674,0.9411848958333333,0.015783309936523438
101,False,0.9972981515522876,0.9404166666666667,0.015713930130004883
102,True,0.9919251429738563,0.933359375,0.015757322311401367
103,False,0.991811580882353,0.9314713541666667,0.015746355056762695
104,False,0.9914732945261437,0.9298958333333334,0.015694141387939453
105,False,0.9917103758169935,0.9312630208333333,0.03143668174743652
106,False,0.9918966503267974,0.9318489583333334,0.031052350997924805
107,False,0.9919221813725491,0.9320963541666667,0.03152656555175781
108,True,0.9974291768790849,0.949296875,0.015366315841674805
109,False,0.9974788602941177,0.9480208333333333,0.015778303146362305
110,False,0.9974982638888888,0.948671875,0.01572132110595703
111,False,0.997577512254902,0.9482682291666666,0.015290021896362305
112,False,0.9976485906862745,0.9489192708333334,0.03145647048950195
113,False,0.9975816993464053,0.94828125,0.03102254867553711
114,True,0.9977183925653594,0.9390755208333333,0.01575922966003418
115,False,0.99759375,0.9388411458333333,0.015748262405395508
116,False,0.997647926879085,0.9381380208333333,0.03102588653564453
117,False,0.9977679227941176,0.9395442708333334,0.015778541564941406
118,False,0.9976218341503268,0.9382942708333333,0.01577615737915039
119,False,0.9975875714869281,0.9376432291666666,0.01582956314086914
120,False,0.9978316482843137,0.9463411458333333,0.015774011611938477
121,False,0.9980406454248366,0.9448567708333333,0.031000852584838867
122,False,0.9975418198529412,0.942734375,0.01571178436279297
123,False,0.9978257761437909,0.9448046875,0.015792369842529297
124,False,0.9979575163398693,0.9443098958333334,0.030948162078857422
125,False,0.9978203125,0.9443229166666667,0.015834331512451172
126,False,0.9970126633986928,0.9455078125,0.031095266342163086
127,False,0.9972632761437908,0.9453125,0.03101038932800293
128,False,0.9971358762254902,0.9434375,0.01582789421081543
129,False,0.9970497855392156,0.9459114583333333,0.015266180038452148
130,True,0.9971232128267974,0.9448177083333333,0.0157625675201416
131,False,0.9970792994281046,0.9451432291666667,0.015341043472290039
132,False,0.9982700163398692,0.9434375,0.015795230865478516
133,False,0.9979170241013072,0.9403776041666667,0.031032800674438477
134,False,0.997985294117647,0.9396744791666667,0.015816211700439453
135,False,0.9977952410130719,0.9410286458333333,0.015735149383544922
136,True,0.9981354677287582,0.9407421875,0.0
137,False,0.9981059538398693,0.9404427083333333,0.015311717987060547
138,False,0.9989763071895424,0.9526692708333333,0.03146529197692871
139,False,0.999007608251634,0.9518880208333333,0.031043291091918945
140,False,0.9989093647875817,0.9502604166666667,0.015692472457885742
141,False,0.9989502655228758,0.9523567708333334,0.0153350830078125
142,False,0.9990122549019608,0.9515755208333333,0.015704631805419922
143,True,0.998938112745098,0.9515494791666667,0.015279531478881836
144,False,0.9989673202614379,0.9530078125,0.015759706497192383
145,False,0.9990125102124183,0.9522526041666667,0.015689849853515625
146,False,0.998929381127451,0.9505729166666667,0.015757083892822266
147,False,0.9989639501633987,0.9525,0.015178203582763672
148,False,0.9990119485294118,0.9519010416666667,0.015831708908081055
149,True,0.9989515420751633,0.9517447916666667,0.030987262725830078
150,False,0.9944099775326798,0.950859375,0.03151392936706543
151,False,0.9941846405228758,0.9506119791666666,0.015265464782714844
152,False,0.9945726102941177,0.9513411458333333,0.015708208084106445
153,False,0.9943964971405229,0.9511588541666667,0.015326738357543945
154,False,0.9944736008986929,0.9506510416666667,0.01582169532775879
155,False,0.9944289215686275,0.9507552083333334,0.031003952026367188
156,False,0.9976340890522876,0.9547265625,0.031461477279663086
157,False,0.997452205882353,0.9529817708333334,0.030975818634033203
158,False,0.9975434027777778,0.9537890625,0.015832185745239258
159,False,0.9974140625,0.9528515625,0.01522684097290039
160,True,0.9975035743464052,0.9538411458333333,0.0
161,False,0.997375510620915,0.9526822916666666,0.015747547149658203
162,True,0.9981680964052287,0.937890625,0.01576828956604004
163,False,0.9980442197712418,0.9366015625,0.031006574630737305
164,False,0.9981085069444444,0.9374609375,0.015742778778076172
165,False,0.9979917279411765,0.9354166666666667,0.015740394592285156
166,False,0.9981220894607843,0.9365364583333333,0.01572871208190918
167,False,0.9980554534313726,0.9364322916666666,0.01575016975402832
168,True,0.9920102124183007,0.9519921875,0.01577305793762207
169,False,0.9919220281862745,0.9522786458333333,0.015735149383544922
170,False,0.9919281556372549,0.9527604166666667,0.015832185745239258
171,False,0.991718137254902,0.9516276041666667,0.015311956405639648
172,False,0.991844566993464,0.95234375,0.01572275161743164
173,False,0.9917018484477124,0.9516015625,0.015851974487304688
174,True,0.996311376633987,0.9289583333333333,0.015809297561645508
175,False,0.9961968954248366,0.9272265625,0.015772104263305664
176,False,0.9963083639705882,0.9281901041666667,0.015720844268798828
177,False,0.9964184027777778,0.9279557291666667,0.015758275985717773
178,False,0.9963013174019608,0.9273697916666667,0.015801429748535156
179,False,0.996421364379085,0.9273567708333333,0.015737295150756836
180,False,0.9969050755718954,0.9562630208333334,0.015800952911376953
181,False,0.9969018075980393,0.9575651041666666,0.0314791202545166
182,False,0.9961715686274509,0.956796875,0.01572251319885254
183,False,0.9968483455882353,0.957890625,0.03140854835510254
184,False,0.9969697712418301,0.95734375,0.015271186828613281
185,False,0.9968593239379085,0.9566015625,0.03154802322387695
186,True,0.9975421262254902,0.9355598958333333,0.015820980072021484
187,False,0.9970701593137254,0.9347916666666667,0.015772104263305664
188,False,0.997219260620915,0.9345052083333334,0.01530003547668457
189,False,0.996938010620915,0.9351953125,0.03144383430480957
190,False,0.9971750919117647,0.9339192708333334,0.015758991241455078
191,False,0.9971338337418301,0.9326302083333333,0.015773296356201172
192,False,0.9952301879084967,0.95546875,0.015738487243652344
193,False,0.9952974877450981,0.9559635416666666,0.01565265655517578
194,False,0.9952321282679738,0.954375,0.015690326690673828
195,True,0.995500306372549,0.9560286458333334,0.031049489974975586
196,True,0.9953849060457516,0.9559635416666666,0.015748023986816406
197,False,0.9951943933823529,0.9552864583333334,0.015218019485473633
198,True,0.9972243157679739,0.933828125,0.015778303146362305
199,False,0.9973443627450981,0.932890625,0.015241146087646484
200,False,0.9973074448529412,0.9331510416666666,0.015784502029418945
201,False,0.9973040236928105,0.9333333333333333,0.015287160873413086
202,False,0.9973557495915033,0.9331510416666666,0.0
203,False,0.9971120812908497,0.9326171875,0.015726566314697266
204,False,0.9945499897875817,0.9536067708333333,0.01575303077697754
205,False,0.9946596200980392,0.9527734375,0.030992984771728516
206,False,0.9950564746732026,0.95359375,0.015852928161621094
207,False,0.99475,0.9530598958333333,0.01575922966003418
208,True,0.9945716911764706,0.9520963541666667,0.015789031982421875
209,False,0.9945973754084967,0.9524088541666667,0.01575922966003418
210,True,0.9973153594771241,0.949765625,0.015812397003173828
211,False,0.9971754493464052,0.9482552083333333,0.015257835388183594
212,False,0.9973272058823529,0.9480338541666666,0.015769004821777344
213,True,0.9973396650326798,0.9492057291666667,0.015806913375854492
214,False,0.9974702308006536,0.9492708333333333,0.01575493812561035
215,False,0.9973941993464053,0.9487630208333333,0.015758275985717773
216,False,0.9979262663398693,0.9406380208333334,0.015811920166015625
217,False,0.9980105698529412,0.9402604166666667,0.01530599594116211
218,False,0.9979505208333334,0.9367057291666667,0.031472206115722656
219,False,0.9980054636437908,0.9404427083333333,0.01579451560974121
220,True,0.9980022977941176,0.9397265625,0.030974864959716797
221,False,0.9978621834150326,0.939140625,0.01579761505126953
222,True,0.9953317504084968,0.9535416666666666,0.015239953994750977
223,False,0.9961424632352941,0.9560286458333334,0.015849828720092773
224,False,0.9953864379084967,0.9527473958333333,0.0157623291015625
225,False,0.9960887969771242,0.9558984375,0.01572704315185547
226,False,0.9960541258169935,0.9550260416666667,0.015325784683227539
227,False,0.9960504493464052,0.9546875,0.0314328670501709
228,False,0.9972329963235295,0.9492447916666666,0.015818119049072266
229,False,0.9971603860294118,0.9477864583333333,0.015764951705932617
230,False,0.9970062295751634,0.9473697916666667,0.015241384506225586
231,False,0.9971838745915033,0.9484375,0.031450510025024414
232,True,0.997172691993464,0.9479557291666667,0.015758752822875977
233,False,0.9971193321078431,0.9472135416666667,0.03146791458129883
234,False,0.9925001531862745,0.9464453125,0.03094792366027832
235,False,0.9927616421568628,0.94625,0.03150463104248047
236,False,0.9927338133169935,0.9470182291666667,0.015825510025024414
237,False,0.9923272058823529,0.9457942708333333,0.015801429748535156
238,False,0.9926180555555556,0.9458463541666666,0.015768051147460938
239,True,0.9927833946078432,0.9451432291666667,0.015233755111694336
240,True,0.9968211805555556,0.9385807291666667,0.01582026481628418
241,False,0.9968285334967321,0.9385677083333334,0.015295267105102539
242,False,0.9968297079248366,0.9380338541666666,0.015765666961669922
243,False,0.9965421262254902,0.9376041666666667,0.015789031982421875
244,False,0.9968607026143791,0.9382291666666667,0.0
245,False,0.9967188010620915,0.9374088541666666,0.015218973159790039
246,True,0.9965557087418301,0.9377994791666666,0.015732765197753906
247,False,0.9965516748366013,0.9376432291666666,0.01579451560974121
248,False,0.996585835375817,0.9370833333333334,0.03144097328186035
249,False,0.9962952920751634,0.936875,0.015339136123657227
250,False,0.9965904309640523,0.9374088541666666,0.01580524444580078
251,False,0.9964594056372549,0.9366927083333333,0.031051158905029297
252,True,0.9980922181372549,0.9346744791666667,0.018616199493408203
253,False,0.9979318831699346,0.9330598958333334,0.015890836715698242
254,False,0.9979811580882353,0.9337109375,0.03136396408081055
255,False,0.9977459150326797,0.932734375,0.015799283981323242
256,False,0.998008935866013,0.9335026041666666,0.015771865844726562
257,False,0.9979244281045752,0.9325651041666667,0.015272140502929688
258,True,0.996038449754902,0.9367317708333334,0.03153514862060547
259,False,0.9958318014705883,0.9352213541666666,0.01571941375732422
260,False,0.9958786254084967,0.9368619791666667,0.015837907791137695
261,False,0.9956661560457516,0.9355989583333333,0.015831708908081055
262,False,0.9958908803104575,0.9359635416666666,0.0
263,False,0.995952716503268,0.9357552083333334,0.0157468318939209
264,False,0.9936878574346405,0.9398046875,0.015773534774780273
265,False,0.9935881842320261,0.9395442708333334,0.031049013137817383
266,False,0.9939839154411765,0.9388541666666667,0.015715599060058594
267,False,0.9934492953431373,0.9397916666666667,0.015752077102661133
268,True,0.9934790645424837,0.93875,0.01573634147644043
269,False,0.9934521548202614,0.9388411458333333,0.015754222869873047
270,True,0.9985609681372549,0.9447786458333334,0.015297651290893555
271,False,0.9984230494281046,0.9423697916666667,0.015766382217407227
272,False,0.9982331495098039,0.94,0.015271663665771484
273,False,0.998460733251634,0.943046875,0.015697002410888672
274,False,0.9984697712418301,0.9422526041666667,0.015351295471191406
275,False,0.9984277471405228,0.9426171875,0.015731096267700195
